0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
21-01-0402-45,21-004,JALAPA,JALAPA,"INSTITUTO PRIVADO ""LICEO INTERAMERICANO""","1A. AVENIDA 0-45 ZONA 6, BARRIO CHIPILAPA",41963272,VICTOR MANUEL PORTILLO RECINOS,JOSÉ BAUDILIO CASTAÑEDA TÉLLES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0403-45,21-004,JALAPA,JALAPA,"COLEGIO ""SAGRADO CORAZÓN""",3RA. CALLE 2-47 ZONA 3 BARRIO SAN FRANCISCO,79227637,VICTOR MANUEL PORTILLO RECINOS,FRANCISCO AUGUSTO CARRILLO HERNÁNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0406-45,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LÉON PALACIOS,"LOTES 6F, 7F, 159F, Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",79220029,VICTOR MANUEL PORTILLO RECINOS,LUCERO ZELESTE MORALES CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0408-45,21-004,JALAPA,JALAPA,"COLEGIO PRIVADO ""MONTE ALTO""","2A. CALLE ""C"" 8-61 ZONA 1, BARRIO LA DEMOCRACIA",55630606,VICTOR MANUEL PORTILLO RECINOS,KENNETH JULIO CASTILLO SANTIAGO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0410-45,21-004,JALAPA,JALAPA,"COLEGIO PREUNIVERSITARIO ""JUAN PABLO II""","CALLE TRÁNSITO ROJAS 0-73, ZONA 5",79225275,VICTOR MANUEL PORTILLO RECINOS,LÁZARO HAROLDO REVOLORIO LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0412-45,21-004,JALAPA,JALAPA,"INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ ""XALAPÁN""","1RA. CALLE 2-06, ZONA 1 18/02/1997",42162211,VICTOR MANUEL PORTILLO RECINOS,JOSÉ GUILLERMO RODAS GUDIEL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0414-45,21-004,JALAPA,JALAPA,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""",7A. AV. 2-46 ZONA 1 BARRIO LA DEMOCRACIA,79225240,VICTOR MANUEL PORTILLO RECINOS,CLAUDIA SUCELY JIMENEZ JACOBO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0416-45,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO LICEO NUEVO MILENIO,"1A. CALLE ""A"" RESIDENCIALES NUEVA JERUSALEM",42510206,VICTOR MANUEL PORTILLO RECINOS,JORGE MARIO AQUINO MAZARIEGOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0418-45,21-004,JALAPA,JALAPA,CENTRO DE ESTUDIOS DE INGENIERIA Y ARQUITECTURA REMBRANDT,"6TA. CALLE ""E"" 0-49 ZONA 1, COLONIA BONILLA",79228008,VICTOR MANUEL PORTILLO RECINOS,BERTA ELIZABETH NÁJERA JIMÉNEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0419-45,21-004,JALAPA,JALAPA,"COLEGIO PRIVADO MIXTO DE EDUCACIÓN BÁSICA ""EDUCARE""","6A. AV. 0-67 ZONA 5, BARRIO SAN FRANCISCO",51948259,VICTOR MANUEL PORTILLO RECINOS,DORA ISABEL ELÍAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),JALAPA
